reference,arabic,translation_english
9|13,أَلَا تُقَاتِلُونَ قَوْمًا نَّكَثُوا أَيْمَانَهُمْ وَهَمُّوا بِإِخْرَاجِ الرَّسُولِ وَهُم بَدَءُوكُمْ أَوَّلَ مَرَّةٍ ۚ أَتَخْشَوْنَهُمْ ۚ فَاللَّهُ أَحَقُّ أَن تَخْشَوْهُ إِن كُنتُم مُّؤْمِنِينَ,"Will you not fight against those who broke their pledges and did all they could to drive the Messenger away and initiated hostilities against you? Do you fear them? Surely Allah has greater right that you should fear Him, if you are true believers."
9|14,قَاتِلُوهُمْ يُعَذِّبْهُمُ اللَّهُ بِأَيْدِيكُمْ وَيُخْزِهِمْ وَيَنصُرْكُمْ عَلَيْهِمْ وَيَشْفِ صُدُورَ قَوْمٍ مُّؤْمِنِينَ,"Make war on them. Allah will chastise them through you and will humiliate them. He will grant you victory over them, and will soothe the bosoms of those who believe,"
9|15,وَيُذْهِبْ غَيْظَ قُلُوبِهِمْ ۗ وَيَتُوبُ اللَّهُ عَلَىٰ مَن يَشَاءُ ۗ وَاللَّهُ عَلِيمٌ حَكِيمٌ,"and will remove rage from their hearts, and will enable whomsoever He wills to repent. Allah is All-Knowing, All-Wise."
9|16,أَمْ حَسِبْتُمْ أَن تُتْرَكُوا وَلَمَّا يَعْلَمِ اللَّهُ الَّذِينَ جَاهَدُوا مِنكُمْ وَلَمْ يَتَّخِذُوا مِن دُونِ اللَّهِ وَلَا رَسُولِهِ وَلَا الْمُؤْمِنِينَ وَلِيجَةً ۚ وَاللَّهُ خَبِيرٌ بِمَا تَعْمَلُونَ,"Do you imagine that you will be spared without being subjected to any test? Know well that Allah has not yet determined who strove hard (in His cause), and has not taken any others instead of His Messenger and the believers as his trusted allies? Allah is well aware of all that you do."
9|17,مَا كَانَ لِلْمُشْرِكِينَ أَن يَعْمُرُوا مَسَاجِدَ اللَّهِ شَاهِدِينَ عَلَىٰ أَنفُسِهِم بِالْكُفْرِ ۚ أُولَـٰئِكَ حَبِطَتْ أَعْمَالُهُمْ وَفِي النَّارِ هُمْ خَالِدُونَ,It does not become those who associate others with Allah in His Divinity to visit and tend Allah's mosques while they bear witness of unbelief against themselves. All their works have gone to waste. They shall abide in the Fire.
9|18,إِنَّمَا يَعْمُرُ مَسَاجِدَ اللَّهِ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَأَقَامَ الصَّلَاةَ وَآتَى الزَّكَاةَ وَلَمْ يَخْشَ إِلَّا اللَّهَ ۖ فَعَسَىٰ أُولَـٰئِكَ أَن يَكُونُوا مِنَ الْمُهْتَدِينَ,It only becomes those who believe in Allah and the Last Day and establish Prayer and pay Zakah and fear none but Allah to visit and tend the mosques of Allah. These are likely to be guided aright.
9|19,أَجَعَلْتُمْ سِقَايَةَ الْحَاجِّ وَعِمَارَةَ الْمَسْجِدِ الْحَرَامِ كَمَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَجَاهَدَ فِي سَبِيلِ اللَّهِ ۚ لَا يَسْتَوُونَ عِندَ اللَّهِ ۗ وَاللَّهُ لَا يَهْدِي الْقَوْمَ الظَّالِمِينَ,Do you consider providing water to the Pilgrims and tending the Sacred Mosque equal in worth to believing in Allah and the Last Day and striving in the cause of Allah? The two are not equal with Allah. Allah does not direct the wrong-doing folk to the Right Way.
9|20,الَّذِينَ آمَنُوا وَهَاجَرُوا وَجَاهَدُوا فِي سَبِيلِ اللَّهِ بِأَمْوَالِهِمْ وَأَنفُسِهِمْ أَعْظَمُ دَرَجَةً عِندَ اللَّهِ ۚ وَأُولَـٰئِكَ هُمُ الْفَائِزُونَ,The higher rank with Allah is for those who believed and migrated and strove in His cause with their belongings and their persons. It is they who are triumphant.
9|21,يُبَشِّرُهُمْ رَبُّهُم بِرَحْمَةٍ مِّنْهُ وَرِضْوَانٍ وَجَنَّاتٍ لَّهُمْ فِيهَا نَعِيمٌ مُّقِيمٌ,Their Lord gives them glad tidings of mercy from Him and of His good pleasure. For them await Gardens of eternal bliss.
9|22,خَالِدِينَ فِيهَا أَبَدًا ۚ إِنَّ اللَّهَ عِندَهُ أَجْرٌ عَظِيمٌ,Therein they shall abide forever. Surely with Allah a mighty reward awaits them.
9|23,يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَتَّخِذُوا آبَاءَكُمْ وَإِخْوَانَكُمْ أَوْلِيَاءَ إِنِ اسْتَحَبُّوا الْكُفْرَ عَلَى الْإِيمَانِ ۚ وَمَن يَتَوَلَّهُم مِّنكُمْ فَأُولَـٰئِكَ هُمُ الظَّالِمُونَ,"Believers, do not take your fathers and your brothers for your allies if they choose unbelief in preference to belief. Whosoever of you takes them as allies those are wrong-doers."
9|24,قُلْ إِن كَانَ آبَاؤُكُمْ وَأَبْنَاؤُكُمْ وَإِخْوَانُكُمْ وَأَزْوَاجُكُمْ وَعَشِيرَتُكُمْ وَأَمْوَالٌ اقْتَرَفْتُمُوهَا وَتِجَارَةٌ تَخْشَوْنَ كَسَادَهَا وَمَسَاكِنُ تَرْضَوْنَهَا أَحَبَّ إِلَيْكُم مِّنَ اللَّهِ وَرَسُولِهِ وَجِهَادٍ فِي سَبِيلِهِ فَتَرَبَّصُوا حَتَّىٰ يَأْتِيَ اللَّهُ بِأَمْرِهِ ۗ وَاللَّهُ لَا يَهْدِي الْقَوْمَ الْفَاسِقِينَ,"Tell them, (O Prophet): ""If your fathers and your sons and your brothers and your wives and your tribe and the riches you have acquired and the commerce of which you fear a slackening, and the dwellings that you love, if they are dearer to you than Allah and His Messenger and striving in His cause, then wait until Allah brings about His decree. Allah does not guide the evil-doing folk."""
9|25,لَقَدْ نَصَرَكُمُ اللَّهُ فِي مَوَاطِنَ كَثِيرَةٍ ۙ وَيَوْمَ حُنَيْنٍ ۙ إِذْ أَعْجَبَتْكُمْ كَثْرَتُكُمْ فَلَمْ تُغْنِ عَنكُمْ شَيْئًا وَضَاقَتْ عَلَيْكُمُ الْأَرْضُ بِمَا رَحُبَتْ ثُمَّ وَلَّيْتُم مُّدْبِرِينَ,"Surely Allah has succoured you before on many a battlefield, and (you have yourselves witnessed His succour to you) on the day of Hunayn when your numbers made you proud, but they did you no good, and the earth, for all its vastness, constrained you, and you turned your backs in retreat."
9|26,ثُمَّ أَنزَلَ اللَّهُ سَكِينَتَهُ عَلَىٰ رَسُولِهِ وَعَلَى الْمُؤْمِنِينَ وَأَنزَلَ جُنُودًا لَّمْ تَرَوْهَا وَعَذَّبَ الَّذِينَ كَفَرُوا ۚ وَذَٰلِكَ جَزَاءُ الْكَافِرِينَ,"Then Allah caused His tranquillity to descend upon His Messenger and upon the believers, and He sent down hosts whom you did not see, and chastised those who disbelieved. Such is the recompense of those who deny the Truth."
9|27,ثُمَّ يَتُوبُ اللَّهُ مِن بَعْدِ ذَٰلِكَ عَلَىٰ مَن يَشَاءُ ۗ وَاللَّهُ غَفُورٌ رَّحِيمٌ,"Then (after so chastising the unbelievers), Allah enables, whomsoever He wills, to repent. Allah is All-Forgiving, All-Merciful."
9|28,يَا أَيُّهَا الَّذِينَ آمَنُوا إِنَّمَا الْمُشْرِكُونَ نَجَسٌ فَلَا يَقْرَبُوا الْمَسْجِدَ الْحَرَامَ بَعْدَ عَامِهِمْ هَـٰذَا ۚ وَإِنْ خِفْتُمْ عَيْلَةً فَسَوْفَ يُغْنِيكُمُ اللَّهُ مِن فَضْلِهِ إِن شَاءَ ۚ إِنَّ اللَّهَ عَلِيمٌ حَكِيمٌ,"Believers, those who associate others with Allah in His Divinity are unclean. So, after the expiry of this year, let them not even go near the Sacred Mosque. And should you fear poverty, Allah will enrich you out of His bounty, if He wills. Surely Allah is All-Knowing, All-Wise."
9|29,قَاتِلُوا الَّذِينَ لَا يُؤْمِنُونَ بِاللَّهِ وَلَا بِالْيَوْمِ الْآخِرِ وَلَا يُحَرِّمُونَ مَا حَرَّمَ اللَّهُ وَرَسُولُهُ وَلَا يَدِينُونَ دِينَ الْحَقِّ مِنَ الَّذِينَ أُوتُوا الْكِتَابَ حَتَّىٰ يُعْطُوا الْجِزْيَةَ عَن يَدٍ وَهُمْ صَاغِرُونَ,"Those who do not believe in Allah and the Last Day - even though they were given the scriptures, and who do not hold as unlawful that which Allah and His Messenger have declared to be unlawful, and who do not follow the true religion - fight against them until they pay tribute out of their hand and are utterly subdued."
9|30,وَقَالَتِ الْيَهُودُ عُزَيْرٌ ابْنُ اللَّهِ وَقَالَتِ النَّصَارَى الْمَسِيحُ ابْنُ اللَّهِ ۖ ذَٰلِكَ قَوْلُهُم بِأَفْوَاهِهِمْ ۖ يُضَاهِئُونَ قَوْلَ الَّذِينَ كَفَرُوا مِن قَبْلُ ۚ قَاتَلَهُمُ اللَّهُ ۚ أَنَّىٰ يُؤْفَكُونَ,"The Jews say: ""Ezra ('Uzayr) is Allah's son,"" and the Christians say: ""The Messiah is the son of Allah."" These are merely verbal assertions in imitation of the sayings of those unbelievers who preceded them. May Allah ruin them. How do they turn away from the Truth?"
9|31,اتَّخَذُوا أَحْبَارَهُمْ وَرُهْبَانَهُمْ أَرْبَابًا مِّن دُونِ اللَّهِ وَالْمَسِيحَ ابْنَ مَرْيَمَ وَمَا أُمِرُوا إِلَّا لِيَعْبُدُوا إِلَـٰهًا وَاحِدًا ۖ لَّا إِلَـٰهَ إِلَّا هُوَ ۚ سُبْحَانَهُ عَمَّا يُشْرِكُونَ,"They take their rabbis and their monks for their lords apart from Allah, and also the Messiah, son of Mary, whereas they were commanded to worship none but the One True God. There is no god but He. Exalted be He above those whom they associate with Him in His Divinity."
9|32,يُرِيدُونَ أَن يُطْفِئُوا نُورَ اللَّهِ بِأَفْوَاهِهِمْ وَيَأْبَى اللَّهُ إِلَّا أَن يُتِمَّ نُورَهُ وَلَوْ كَرِهَ الْكَافِرُونَ,They seek to extinguish the light of Allah by blowing through their mouths; but Allah refuses everything except that He will perfect His light howsoever the unbelievers might abhor it.
9|33,هُوَ الَّذِي أَرْسَلَ رَسُولَهُ بِالْهُدَىٰ وَدِينِ الْحَقِّ لِيُظْهِرَهُ عَلَى الدِّينِ كُلِّهِ وَلَوْ كَرِهَ الْمُشْرِكُونَ,"He it is Who has sent His Messenger with the guidance and the True Religion that He may make it prevail over all religions, howsoever those who associate others with Allah in His Divinity might detest it."
9|34,يَا أَيُّهَا الَّذِينَ آمَنُوا إِنَّ كَثِيرًا مِّنَ الْأَحْبَارِ وَالرُّهْبَانِ لَيَأْكُلُونَ أَمْوَالَ النَّاسِ بِالْبَاطِلِ وَيَصُدُّونَ عَن سَبِيلِ اللَّهِ ۗ وَالَّذِينَ يَكْنِزُونَ الذَّهَبَ وَالْفِضَّةَ وَلَا يُنفِقُونَهَا فِي سَبِيلِ اللَّهِ فَبَشِّرْهُم بِعَذَابٍ أَلِيمٍ,Believers! Many of the rabbis and monks wrongfully devour mankind's possessions and hinder people from the Way of Allah. And there are those who amass gold and silver and do not spend it in the Way of Allah. Announce to them the tidings of a painful chastisement
9|35,يَوْمَ يُحْمَىٰ عَلَيْهَا فِي نَارِ جَهَنَّمَ فَتُكْوَىٰ بِهَا جِبَاهُهُمْ وَجُنُوبُهُمْ وَظُهُورُهُمْ ۖ هَـٰذَا مَا كَنَزْتُمْ لِأَنفُسِكُمْ فَذُوقُوا مَا كُنتُمْ تَكْنِزُونَ,"on a Day when they shall be heated up in the Fire of Hell, and their foreheads and their sides and their backs shall be branded with it, (and they shall be told): ""This is the treasure which you hoarded for yourselves. Taste, then, the punishment for what you have hoarded."""
9|36,إِنَّ عِدَّةَ الشُّهُورِ عِندَ اللَّهِ اثْنَا عَشَرَ شَهْرًا فِي كِتَابِ اللَّهِ يَوْمَ خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ مِنْهَا أَرْبَعَةٌ حُرُمٌ ۚ ذَٰلِكَ الدِّينُ الْقَيِّمُ ۚ فَلَا تَظْلِمُوا فِيهِنَّ أَنفُسَكُمْ ۚ وَقَاتِلُوا الْمُشْرِكِينَ كَافَّةً كَمَا يُقَاتِلُونَكُمْ كَافَّةً ۚ وَاعْلَمُوا أَنَّ اللَّهَ مَعَ الْمُتَّقِينَ,"Surely the reckoning of months, in the sight of Allah, is twelve months, laid down in Allah's decree on the day when He created the heavens and the earth; and out of these months four are sacred. That is the true ordainment. Do not, therefore, wrong yourselves, with respect to these months. And fight all together against those who associate others with Allah in His Divinity in the manner that they fight against you all together, and know well that Allah is with the God-fearing."
